100,38
100,71
100,96
101,372
101,263
101,79
102,180
102,128
102,232
102,243
102,195
102,317
103,242
103,315
104,365
104,410
104,256
104,231
104,296
105,279
105,172
105,292
105,278
105,326
106,413
106,365
106,231
107,75
108,100
108,225
109,314
110,265
110,108
110,239
111,134
111,161
111,305
111,270
111,153
111,158
112,274
112,352
112,414
112,436
112,96
113,401
113,221
113,39
114,272
114,329
114,179
115,62
115,349
115,310
116,324
116,287
117,12
117,3
117,209
117,130
117,303
117,41
117,336
117,266
117,291
117,415
117,48
117,135
118,143
118,56
118,87
119,423
120,432
121,277
121,253
122,80
122,83
122,93
123,208
123,136
123,249
123,16
123,174
123,325
125,44
125,21
125,234
125,175
125,254
125,381
125,92
125,107
125,299
126,160
126,204
126,360
127,13
127,193
128,301
128,343
128,260
129,280
129,233
129,367
130,98
130,34
131,219
132,113
132,286
132,30
132,341
133,438
133,142
133,289
134,137
134,261
134,212
134,149
134,31
135,45
135,264
136,8
136,124
137,155
138,23
138,30
138,359
139,302
139,164
139,362
140,257
140,127
140,20
141,205
142,156
142,103
142,14
143,214
143,99
143,366
144,95
145,447
146,320
146,97
146,281
146,344
147,287
147,53
148,364
149,159
149,235
150,125
151,439
151,255
152,144
152,102
152,139
152,74
153,199
153,132
153,37
153,119
154,328
154,14
155,208
155,63
155,229
155,111
155,25
155,236
155,399
156,290
156,371
156,69
157,64
157,145
157,171
157,179
157,203
158,220
158,345
159,345
159,65
160,211
160,82
160,30
160,295
160,113
160,23
160,359
161,200
161,59
161,144
162,339
162,361
163,258
163,177
164,355
164,329
164,383
164,397
164,58
164,166
164,22
165,358
165,129
166,166
166,329
167,329
167,166
168,53
168,140
168,312
169,23
169,30
169,68
169,359
170,85
170,70
170,4
171,19
171,24
171,189
171,300
172,347
172,218
173,276
173,304
173,219
174,200
174,195
175,241
175,191
176,35
176,2
176,322
176,5
176,359
177,169
177,315
177,242
178,57
179,330
179,170
179,0
180,246
180,449
180,348
181,340
181,308
181,312
182,144
182,172
182,393
182,313
183,279
183,172
184,252
185,319
185,178
186,65
186,250
186,101
186,440
187,364
188,314
188,430
189,403
189,404
189,400
189,73
189,43
189,273
189,333
189,385
189,335
189,171
189,307
189,412
190,52
190,201
191,396
191,81
191,445
191,94
192,345
192,447
192,398
192,6
192,442
192,292
193,163
193,138
194,91
194,238
194,378
195,56
195,309
196,188
196,332
197,112
197,198
197,247
197,269
197,72
197,240
198,15
198,409
198,84
199,28
199,1
199,306
200,148
200,316
200,120
201,32
201,185
202,279
202,172
202,292
202,278
202,433
203,50
203,33
203,455
203,7
204,235
205,354
205,298
205,363
205,356
206,114
206,26
206,196
207,186
208,364
209,192
210,10
210,133
210,419
211,227
211,122
211,194
212,353
212,420
212,147
213,282
213,146
213,197
213,380
213,226
214,68
214,396
214,165
214,245
214,297
215,30
215,141
215,237
215,23
215,450
215,359
216,208
216,136
216,249
216,16
216,174
216,325
217,29
218,342
219,217
219,181
219,54
219,223
219,294
220,357
221,73
221,60
221,115
221,213
222,131
222,154
223,208
224,288
225,150
225,267
225,187
225,27
225,337
226,23
226,30
226,68
226,359
227,183
228,166
228,329
229,345
230,118
230,228
231,441
231,277
232,157
232,350
233,202
234,202
234,285
235,331
235,207
235,90
235,42
235,244
235,334
235,373
235,386
235,338
235,46
235,117
236,219
237,116
237,271
238,268
239,86
240,324
240,287
241,364
242,364
242,11
243,335
243,385
243,230
243,43
244,179
244,53
245,328
245,14
246,136
246,249
247,173
247,452
248,91
248,238
248,378
249,427
249,316
249,287
250,323
250,369
250,17
250,126
251,418
251,376
252,392
252,384
252,30
252,262
253,285
254,426
254,407
255,294
256,190
256,374
257,121
257,248
257,162
257,391
257,216
258,447
258,345
258,110
259,224
260,40
260,394
260,176
261,311
262,184
262,451
263,453
264,367
264,350
264,55
264,67
265,285
266,398
266,405
266,421
267,98
267,34
268,408
268,454
268,406
269,104
269,164
270,447
270,345
271,285
272,351
272,402
273,388
273,377
273,390
273,437
273,379
274,199
274,98
274,206
274,448
274,34
275,278
275,434
275,172
276,251
276,109
277,225
277,293
277,93
278,382
278,368
278,375
278,444
278,78
278,151
279,321
280,61
281,215
281,36
282,429
282,428
283,50
283,33
284,417
284,167
284,395
285,39
285,66
286,431
287,106
288,443
288,424
288,425
288,387
289,110
289,447
289,345
290,275
290,142
290,438
291,275
291,76
291,142
291,438
292,411
292,123
292,284
293,389
293,182
293,88
293,259
294,49
294,47
294,222
295,318
295,283
295,168
296,346
296,370
296,9
296,210
296,435
297,18
297,327
297,49
297,47
297,422
297,77
297,222
297,152
298,51
298,416
298,89
299,251
299,109
300,447
301,105
302,446
302,309
302,285
