804401,696277
1323523,696277
304252,696277
2341266,696277
187591,696277
449439,696277
285010,696277
206623,696277
804401,198585
804401,124971
804401,142598
10783517,804401
4198036,804401
4117448,804401
1242320,804401
1653128,804401
1653128,777206
1653128,854442
1653128,217581
1653128,265373
1653128,187537
1653128,777495
206623,577521
206623,307475
206623,197794
197794,774407
217581,774407
124971,774407
1653128,774407
54093,774407
774407,340335
774407,449973
774407,198585
285010,775941
285010,696803
285010,847553
285010,696277
285010,221740
577521,221740
807222,221740
371271,221740
280186,221740
635223,221740
285010,221740
52908,221740
12886782,285010
1237034,285010
1075120,285010
473163,285010
895867,449439
895950,449439
112517,449439
776771,449439
824027,449439
187591,1412703
187591,2099673
187591,1300220
187591,187591
187591,1999899
187591,1250107
187591,187591
683209,187591
1237066,187591
2341266,668885
2341266,800432
2341266,275561
2341266,125260
2341266,799581
2341266,191246
2341266,846908
2341266,1308012
2341266,1273315
4393367,2341266
10168480,2341266
2463474,2341266
3213339,2341266
304252,774803
304252,449973
304252,144499
304252,1293179
304252,254361
304252,706184
304252,117200
304252,777206
304252,43043
304252,217581
304252,265373
304252,187537
304252,777495
4117448,304252
2141775,304252
186799,304252
1242320,304252
917108,304252
214212,304252
578352,304252
804401,304252
1653128,304252
1323523,308079
1323523,39255926
1323523,1293551
1323523,1256003
173009,1323523
631126,1323523
186694,1323523
824780,1323523
342112,1323523
884746,1323523
359671,1323523
3373,1323523
329837,1250107
845108,1250107
91255,1250107
1970190,1250107
334289,1250107
845153,1250107
449922,1250107
2032116,1250107
282336,1250107
95864,282336
10148079,282336
274287,282336
449086,282336
1263332,282336
245032,282336
821649,282336
110383,282336
449672,282336
872733,282336
206883,282336
280186,282336
88590,282336
52908,282336
1263332,1646329
1263332,653162
1263332,1338289
1263332,262714
1263332,377249
1263332,2382849
1263332,280186
12886782,1263332
872733,1263332
4428305,1263332
664255,1263332
1702462,1263332
95864,1263332
893785,1263332
82453,1263332
637803,1263332
135396,1263332
245032,377249
245032,775941
245032,70324
245032,347375
245032,822392
245032,110383
93982,245032
1431140,245032
468693,245032
362729,847553
896507,847553
329837,847553
965627,847553
123796,847553
766747,847553
821649,847553
46937326,847553
773057,847553
347375,847553
105157,847553
105157,217077
105157,780964
105157,140889
105157,775595
105157,663521
917956,105157
775118,105157
468669,1300684
468669,334206
468669,144262
468669,2382849
468669,377249
468669,1646329
4428305,468669
12886782,468669
416815,468669
1263332,468669
187665,468669
775941,1255978
775941,1250610
775941,1954195
775941,895978
775941,1049
775941,776584
775941,377249
775941,391023
775941,449783
285010,775941
245032,775941
108196,775941
1866,775941
191367,775941
1685091,775941
10397850,775941
203781,775941
387520,775941
822392,775941
87288,775941
872733,775941
110383,775941
99929,775941
173527,775941
1417,775941
347375,775941
320417,775941
416815,775941
262714,775941
121078,117791
121078,35690
121078,1282554
121078,377249
121078,119223
121078,1306732
121078,229743
121078,387520
121078,270086
121078,212142
121078,653162
1431169,121078
2029951,121078
1256304,121078
1288930,121078
38146,121078
57347,121078
44987,121078
1240040,121078
2078233,121078
60590,121078
653289,121078
1298887,121078
58078,121078
835493,121078
78172,121078
1429752,121078
29556,121078
635275,635818
635275,1985854
635275,751451
635275,800432


